Fecha,Latitud,Longitud,Pm25,Vivienda.ID
2019-05-26 17:59:35,-38.72693031220911,-72.57989472632165,14.0,Ñielol
2019-05-26 18:59:35,-38.72693031220911,-72.57989472632165,9.0,Ñielol
2019-05-26 19:59:35,-38.72693031220911,-72.57989472632165,9.0,Ñielol
2019-05-26 20:59:35,-38.72693031220911,-72.57989472632165,23.0,Ñielol
2019-05-26 21:59:36,-38.72693031220911,-72.57989472632165,27.0,Ñielol
2019-05-26 22:59:35,-38.72693031220911,-72.57989472632165,55.0,Ñielol
2019-05-26 23:59:35,-38.72693031220911,-72.57989472632165,55.0,Ñielol
2019-05-24 00:59:36,-38.76472977588324,-72.59879150997195,38.0,Padre Las Casas II
2019-05-24 01:59:36,-38.76472977588324,-72.59879150997195,45.0,Padre Las Casas II
2019-05-24 02:59:36,-38.76472977588324,-72.59879150997195,49.0,Padre Las Casas II
2019-05-24 03:59:36,-38.76472977588324,-72.59879150997195,36.0,Padre Las Casas II
2019-05-24 04:59:36,-38.76472977588324,-72.59879150997195,23.0,Padre Las Casas II
2019-05-24 05:59:36,-38.76472977588324,-72.59879150997195,18.0,Padre Las Casas II
2019-05-24 06:59:36,-38.76472977588324,-72.59879150997195,22.0,Padre Las Casas II
2019-05-24 07:59:36,-38.76472977588324,-72.59879150997195,29.0,Padre Las Casas II
2019-05-24 08:59:36,-38.76472977588324,-72.59879150997195,28.0,Padre Las Casas II
2019-05-24 09:59:37,-38.76472977588324,-72.59879150997195,33.0,Padre Las Casas II
2019-05-24 10:59:36,-38.76472977588324,-72.59879150997195,51.0,Padre Las Casas II
2019-05-24 11:59:36,-38.76472977588324,-72.59879150997195,82.0,Padre Las Casas II
2019-05-24 12:59:36,-38.76472977588324,-72.59879150997195,72.0,Padre Las Casas II
2019-05-24 13:59:36,-38.76472977588324,-72.59879150997195,65.0,Padre Las Casas II
2019-05-24 14:59:36,-38.76472977588324,-72.59879150997195,65.0,Padre Las Casas II
2019-05-24 15:59:36,-38.76472977588324,-72.59879150997195,81.0,Padre Las Casas II
2019-05-24 16:59:37,-38.76472977588324,-72.59879150997195,80.0,Padre Las Casas II
2019-05-24 17:59:36,-38.76472977588324,-72.59879150997195,168.0,Padre Las Casas II
2019-05-24 18:59:36,-38.76472977588324,-72.59879150997195,341.0,Padre Las Casas II
2019-05-24 19:59:36,-38.76472977588324,-72.59879150997195,330.0,Padre Las Casas II
2019-05-24 20:59:35,-38.76472977588324,-72.59879150997195,404.0,Padre Las Casas II
2019-05-24 21:59:35,-38.76472977588324,-72.59879150997195,429.0,Padre Las Casas II
2019-05-24 22:59:35,-38.76472977588324,-72.59879150997195,421.0,Padre Las Casas II
2019-05-24 23:59:35,-38.76472977588324,-72.59879150997195,321.0,Padre Las Casas II
2019-05-25 00:59:35,-38.76472977588324,-72.59879150997195,200.0,Padre Las Casas II
2019-05-25 01:59:35,-38.76472977588324,-72.59879150997195,147.0,Padre Las Casas II
2019-05-25 02:59:37,-38.76472977588324,-72.59879150997195,109.0,Padre Las Casas II
2019-05-25 03:59:35,-38.76472977588324,-72.59879150997195,89.0,Padre Las Casas II
2019-05-25 04:59:35,-38.76472977588324,-72.59879150997195,75.0,Padre Las Casas II
2019-05-25 05:59:35,-38.76472977588324,-72.59879150997195,71.0,Padre Las Casas II
2019-05-25 06:59:35,-38.76472977588324,-72.59879150997195,71.0,Padre Las Casas II
2019-05-25 07:59:35,-38.76472977588324,-72.59879150997195,61.0,Padre Las Casas II
2019-05-25 08:59:35,-38.76472977588324,-72.59879150997195,114.0,Padre Las Casas II
2019-05-25 09:59:37,-38.76472977588324,-72.59879150997195,137.0,Padre Las Casas II
2019-05-25 10:59:35,-38.76472977588324,-72.59879150997195,110.0,Padre Las Casas II
2019-05-25 11:59:35,-38.76472977588324,-72.59879150997195,128.0,Padre Las Casas II
2019-05-25 12:59:35,-38.76472977588324,-72.59879150997195,119.0,Padre Las Casas II
2019-05-25 13:59:35,-38.76472977588324,-72.59879150997195,138.0,Padre Las Casas II
2019-05-25 14:59:35,-38.76472977588324,-72.59879150997195,136.0,Padre Las Casas II
2019-05-25 15:59:35,-38.76472977588324,-72.59879150997195,125.0,Padre Las Casas II
2019-05-25 16:59:35,-38.76472977588324,-72.59879150997195,135.0,Padre Las Casas II
2019-05-25 17:59:35,-38.76472977588324,-72.59879150997195,224.0,Padre Las Casas II
2019-05-25 18:59:35,-38.76472977588324,-72.59879150997195,400.0,Padre Las Casas II
2019-05-25 19:59:35,-38.76472977588324,-72.59879150997195,351.0,Padre Las Casas II
2019-05-25 20:59:35,-38.76472977588324,-72.59879150997195,97.0,Padre Las Casas II
2019-05-25 21:59:35,-38.76472977588324,-72.59879150997195,98.0,Padre Las Casas II
2019-05-25 22:59:35,-38.76472977588324,-72.59879150997195,91.0,Padre Las Casas II
2019-05-25 23:59:35,-38.76472977588324,-72.59879150997195,99.0,Padre Las Casas II
2019-05-26 00:59:35,-38.76472977588324,-72.59879150997195,83.0,Padre Las Casas II
2019-05-26 01:59:35,-38.76472977588324,-72.59879150997195,166.0,Padre Las Casas II
2019-05-26 02:59:35,-38.76472977588324,-72.59879150997195,231.0,Padre Las Casas II
2019-05-26 03:59:35,-38.76472977588324,-72.59879150997195,180.0,Padre Las Casas II
2019-05-26 04:59:35,-38.76472977588324,-72.59879150997195,102.0,Padre Las Casas II
2019-05-26 05:59:35,-38.76472977588324,-72.59879150997195,129.0,Padre Las Casas II
2019-05-26 06:59:35,-38.76472977588324,-72.59879150997195,104.0,Padre Las Casas II
2019-05-26 07:59:35,-38.76472977588324,-72.59879150997195,105.0,Padre Las Casas II
2019-05-26 08:59:35,-38.76472977588324,-72.59879150997195,92.0,Padre Las Casas II
2019-05-26 09:59:35,-38.76472977588324,-72.59879150997195,105.0,Padre Las Casas II
2019-05-26 10:59:35,-38.76472977588324,-72.59879150997195,119.0,Padre Las Casas II
2019-05-26 11:59:35,-38.76472977588324,-72.59879150997195,69.0,Padre Las Casas II
2019-05-26 12:59:35,-38.76472977588324,-72.59879150997195,121.0,Padre Las Casas II
2019-05-26 13:59:35,-38.76472977588324,-72.59879150997195,48.0,Padre Las Casas II
2019-05-26 14:59:36,-38.76472977588324,-72.59879150997195,33.0,Padre Las Casas II
2019-05-26 15:59:35,-38.76472977588324,-72.59879150997195,60.0,Padre Las Casas II
2019-05-26 16:59:35,-38.76472977588324,-72.59879150997195,84.0,Padre Las Casas II
2019-05-26 17:59:35,-38.76472977588324,-72.59879150997195,84.0,Padre Las Casas II
2019-05-26 18:59:35,-38.76472977588324,-72.59879150997195,137.0,Padre Las Casas II
2019-05-26 19:59:35,-38.76472977588324,-72.59879150997195,188.0,Padre Las Casas II
2019-05-26 20:59:35,-38.76472977588324,-72.59879150997195,113.0,Padre Las Casas II
2019-05-26 21:59:36,-38.76472977588324,-72.59879150997195,37.0,Padre Las Casas II
2019-05-26 22:59:35,-38.76472977588324,-72.59879150997195,45.0,Padre Las Casas II
2019-05-26 23:59:35,-38.76472977588324,-72.59879150997195,37.0,Padre Las Casas II
2019-05-24 00:59:36,-38.756211,-72.62334200000001,47.1,amanecer-1
2019-05-24 01:59:36,-38.756211,-72.62334200000001,51.8,amanecer-1
2019-05-24 02:59:36,-38.756211,-72.62334200000001,57.5,amanecer-1
2019-05-24 03:59:36,-38.756211,-72.62334200000001,48.8,amanecer-1
2019-05-24 04:59:36,-38.756211,-72.62334200000001,28.7,amanecer-1
2019-05-24 05:59:36,-38.756211,-72.62334200000001,28.1,amanecer-1
2019-05-24 06:59:36,-38.756211,-72.62334200000001,28.3,amanecer-1
2019-05-24 07:59:36,-38.756211,-72.62334200000001,41.1,amanecer-1
2019-05-24 08:59:36,-38.756211,-72.62334200000001,42.0,amanecer-1
2019-05-24 09:59:37,-38.756211,-72.62334200000001,43.1,amanecer-1
2019-05-24 10:59:36,-38.756211,-72.62334200000001,55.3,amanecer-1
2019-05-24 11:59:36,-38.756211,-72.62334200000001,68.9,amanecer-1
2019-05-24 12:59:36,-38.756211,-72.62334200000001,66.8,amanecer-1
2019-05-24 13:59:36,-38.756211,-72.62334200000001,70.7,amanecer-1
2019-05-24 14:59:36,-38.756211,-72.62334200000001,68.9,amanecer-1
2019-05-24 15:59:36,-38.756211,-72.62334200000001,68.6,amanecer-1
2019-05-24 16:59:37,-38.756211,-72.62334200000001,74.2,amanecer-1
2019-05-24 17:59:36,-38.756211,-72.62334200000001,165.0,amanecer-1
2019-05-24 18:59:36,-38.756211,-72.62334200000001,276.8,amanecer-1
2019-05-24 19:59:36,-38.756211,-72.62334200000001,295.9,amanecer-1
2019-05-24 20:59:35,-38.756211,-72.62334200000001,321.4,amanecer-1
2019-05-24 21:59:35,-38.756211,-72.62334200000001,202.5,amanecer-1
2019-05-24 22:59:35,-38.756211,-72.62334200000001,278.4,amanecer-1
2019-05-24 23:59:35,-38.756211,-72.62334200000001,326.0,amanecer-1
2019-05-25 00:59:35,-38.756211,-72.62334200000001,270.8,amanecer-1
2019-05-25 01:59:35,-38.756211,-72.62334200000001,158.2,amanecer-1
2019-05-25 02:59:37,-38.756211,-72.62334200000001,118.7,amanecer-1
2019-05-25 03:59:35,-38.756211,-72.62334200000001,83.9,amanecer-1
2019-05-25 04:59:35,-38.756211,-72.62334200000001,80.5,amanecer-1
2019-05-25 05:59:35,-38.756211,-72.62334200000001,89.9,amanecer-1
2019-05-25 06:59:35,-38.756211,-72.62334200000001,94.5,amanecer-1
2019-05-25 07:59:35,-38.756211,-72.62334200000001,84.1,amanecer-1
2019-05-25 08:59:35,-38.756211,-72.62334200000001,105.2,amanecer-1
2019-05-25 09:59:37,-38.756211,-72.62334200000001,99.1,amanecer-1
2019-05-25 10:59:35,-38.756211,-72.62334200000001,96.1,amanecer-1
2019-05-25 11:59:35,-38.756211,-72.62334200000001,124.3,amanecer-1
2019-05-25 12:59:35,-38.756211,-72.62334200000001,111.2,amanecer-1
2019-05-25 13:59:35,-38.756211,-72.62334200000001,124.6,amanecer-1
2019-05-25 14:59:35,-38.756211,-72.62334200000001,116.7,amanecer-1
2019-05-25 15:59:35,-38.756211,-72.62334200000001,124.4,amanecer-1
2019-05-25 16:59:35,-38.756211,-72.62334200000001,139.1,amanecer-1
2019-05-25 17:59:35,-38.756211,-72.62334200000001,199.5,amanecer-1
2019-05-25 18:59:35,-38.756211,-72.62334200000001,326.2,amanecer-1
2019-05-25 19:59:35,-38.756211,-72.62334200000001,345.0,amanecer-1
2019-05-25 20:59:35,-38.756211,-72.62334200000001,217.5,amanecer-1
2019-05-25 21:59:35,-38.756211,-72.62334200000001,139.9,amanecer-1
2019-05-25 22:59:35,-38.756211,-72.62334200000001,113.3,amanecer-1
2019-05-25 23:59:35,-38.756211,-72.62334200000001,126.5,amanecer-1
2019-05-26 00:59:35,-38.756211,-72.62334200000001,136.8,amanecer-1
2019-05-26 01:59:35,-38.756211,-72.62334200000001,199.5,amanecer-1
2019-05-26 02:59:35,-38.756211,-72.62334200000001,205.8,amanecer-1
2019-05-26 03:59:35,-38.756211,-72.62334200000001,206.4,amanecer-1
2019-05-26 04:59:35,-38.756211,-72.62334200000001,136.8,amanecer-1
2019-05-26 05:59:35,-38.756211,-72.62334200000001,106.5,amanecer-1
2019-05-26 06:59:35,-38.756211,-72.62334200000001,104.3,amanecer-1
2019-05-26 07:59:35,-38.756211,-72.62334200000001,101.8,amanecer-1
2019-05-26 08:59:35,-38.756211,-72.62334200000001,104.1,amanecer-1
2019-05-26 09:59:35,-38.756211,-72.62334200000001,158.3,amanecer-1
2019-05-26 10:59:35,-38.756211,-72.62334200000001,119.1,amanecer-1
2019-05-26 11:59:35,-38.756211,-72.62334200000001,115.2,amanecer-1
2019-05-26 12:59:35,-38.756211,-72.62334200000001,117.5,amanecer-1
2019-05-26 13:59:35,-38.756211,-72.62334200000001,70.7,amanecer-1
2019-05-26 14:59:36,-38.756211,-72.62334200000001,57.0,amanecer-1
2019-05-26 15:59:35,-38.756211,-72.62334200000001,56.0,amanecer-1
2019-05-26 16:59:35,-38.756211,-72.62334200000001,77.8,amanecer-1
2019-05-26 17:59:35,-38.756211,-72.62334200000001,84.9,amanecer-1
2019-05-26 18:59:35,-38.756211,-72.62334200000001,102.9,amanecer-1
2019-05-26 19:59:35,-38.756211,-72.62334200000001,115.9,amanecer-1
2019-05-26 20:59:35,-38.756211,-72.62334200000001,170.1,amanecer-1
2019-05-26 21:59:36,-38.756211,-72.62334200000001,111.0,amanecer-1
2019-05-26 22:59:35,-38.756211,-72.62334200000001,192.2,amanecer-1
2019-05-26 23:59:35,-38.756211,-72.62334200000001,82.7,amanecer-1
2019-05-24 00:59:36,-38.7373136,-72.5893911,38.0,centro-1
2019-05-24 01:59:36,-38.7373136,-72.5893911,43.4,centro-1
2019-05-24 02:59:36,-38.7373136,-72.5893911,56.0,centro-1
2019-05-24 03:59:36,-38.7373136,-72.5893911,43.0,centro-1
2019-05-24 04:59:36,-38.7373136,-72.5893911,25.6,centro-1
2019-05-24 05:59:36,-38.7373136,-72.5893911,29.7,centro-1
2019-05-24 06:59:36,-38.7373136,-72.5893911,29.8,centro-1
2019-05-24 07:59:36,-38.7373136,-72.5893911,31.3,centro-1
2019-05-24 08:59:36,-38.7373136,-72.5893911,33.1,centro-1
2019-05-24 09:59:37,-38.7373136,-72.5893911,35.7,centro-1
2019-05-24 10:59:36,-38.7373136,-72.5893911,43.6,centro-1
2019-05-24 11:59:36,-38.7373136,-72.5893911,53.8,centro-1
2019-05-24 12:59:36,-38.7373136,-72.5893911,69.3,centro-1
2019-05-24 13:59:36,-38.7373136,-72.5893911,95.1,centro-1
2019-05-24 14:59:36,-38.7373136,-72.5893911,80.2,centro-1
2019-05-24 15:59:36,-38.7373136,-72.5893911,83.1,centro-1
2019-05-24 16:59:37,-38.7373136,-72.5893911,106.5,centro-1
2019-05-24 17:59:36,-38.7373136,-72.5893911,81.4,centro-1
2019-05-24 18:59:36,-38.7373136,-72.5893911,131.1,centro-1
2019-05-24 19:59:36,-38.7373136,-72.5893911,182.7,centro-1
2019-05-24 20:59:35,-38.7373136,-72.5893911,272.0,centro-1
2019-05-24 21:59:35,-38.7373136,-72.5893911,181.3,centro-1
2019-05-24 22:59:35,-38.7373136,-72.5893911,191.0,centro-1
2019-05-24 23:59:35,-38.7373136,-72.5893911,182.5,centro-1
2019-05-25 00:59:35,-38.7373136,-72.5893911,187.7,centro-1
2019-05-25 01:59:35,-38.7373136,-72.5893911,138.9,centro-1
2019-05-25 02:59:37,-38.7373136,-72.5893911,99.3,centro-1
2019-05-25 03:59:35,-38.7373136,-72.5893911,82.2,centro-1
2019-05-25 04:59:35,-38.7373136,-72.5893911,76.4,centro-1
2019-05-25 05:59:35,-38.7373136,-72.5893911,80.5,centro-1
2019-05-25 06:59:35,-38.7373136,-72.5893911,74.4,centro-1
2019-05-25 07:59:35,-38.7373136,-72.5893911,77.4,centro-1
2019-05-25 08:59:35,-38.7373136,-72.5893911,78.8,centro-1
2019-05-25 09:59:37,-38.7373136,-72.5893911,83.7,centro-1
2019-05-25 10:59:35,-38.7373136,-72.5893911,91.4,centro-1
2019-05-25 11:59:35,-38.7373136,-72.5893911,100.5,centro-1
2019-05-25 12:59:35,-38.7373136,-72.5893911,125.9,centro-1
2019-05-25 13:59:35,-38.7373136,-72.5893911,109.7,centro-1
2019-05-25 14:59:35,-38.7373136,-72.5893911,100.0,centro-1
2019-05-25 15:59:35,-38.7373136,-72.5893911,105.8,centro-1
2019-05-25 16:59:35,-38.7373136,-72.5893911,117.6,centro-1
2019-05-25 17:59:35,-38.7373136,-72.5893911,141.9,centro-1
2019-05-25 18:59:35,-38.7373136,-72.5893911,201.8,centro-1
2019-05-25 19:59:35,-38.7373136,-72.5893911,223.1,centro-1
2019-05-25 20:59:35,-38.7373136,-72.5893911,199.5,centro-1
2019-05-25 21:59:35,-38.7373136,-72.5893911,152.0,centro-1
2019-05-25 22:59:35,-38.7373136,-72.5893911,108.0,centro-1
2019-05-25 23:59:35,-38.7373136,-72.5893911,115.6,centro-1
2019-05-26 00:59:35,-38.7373136,-72.5893911,125.5,centro-1
2019-05-26 01:59:35,-38.7373136,-72.5893911,137.5,centro-1
2019-05-26 02:59:35,-38.7373136,-72.5893911,146.0,centro-1
2019-05-26 03:59:35,-38.7373136,-72.5893911,128.9,centro-1
2019-05-26 04:59:35,-38.7373136,-72.5893911,117.1,centro-1
